Job Title,code,type,2016 Employment,2026 Employment,2016 %,2026 %,Change (#),Change (%),Openings,Level,ed_needed,Median Wage,Experience,OTJ Training
Management occupations,11-0000,Job Categories,9533.1,10340.4,6.1,6.2,807.3,8.5,841.5,1.0,—,100790.0,—,—
Top executives,11-1000,Job Categories,2627.5,2824.5,1.7,1.7,197.0,7.5,235.0,2.0,—,102320.0,—,—
Chief executives,11-1011,Individual Jobs,308.9,296.8,0.2,0.2,-12.1,-3.9,20.0,3.0,Bachelor's degree,181210.0,5 years or more,None
General and operations managers,11-1021,Individual Jobs,2263.1,2468.3,1.5,1.5,205.2,9.1,210.7,3.0,Bachelor's degree,99310.0,5 years or more,None
Legislators,11-1031,Individual Jobs,55.5,59.4,0.0,0.0,3.9,7.1,4.4,3.0,Bachelor's degree,23470.0,Less than 5 years,None
"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Job Categories,708.6,768.9,0.5,0.5,60.3,8.5,67.9,2.0,—,120420.0,—,—
Advertising and promotions managers,11-2011,Individual Jobs,31.3,33.0,0.0,0.0,1.7,5.5,3.4,3.0,Bachelor's degree,100810.0,Less than 5 years,None
Marketing and sales managers,11-2020,Job Categories,603.8,654.8,0.4,0.4,51.0,8.4,57.6,3.0,—,122930.0,—,—
Marketing managers,11-2021,Individual Jobs,218.3,240.4,0.1,0.1,22.1,10.1,21.3,4.0,Bachelor's degree,131180.0,5 years or more,None
Sales managers,11-2022,Individual Jobs,385.5,414.4,0.2,0.2,28.9,7.5,36.3,4.0,Bachelor's degree,117960.0,Less than 5 years,None
Public relations and fundraising managers,11-2031,Individual Jobs,73.5,81.1,0.0,0.0,7.7,10.4,6.9,3.0,Bachelor's degree,107320.0,5 years or more,None
Operations specialties managers,11-3000,Job Categories,1776.1,1985.0,1.1,1.2,208.9,11.8,160.4,2.0,—,112080.0,—,—
Administrative services managers,11-3011,Individual Jobs,281.7,310.2,0.2,0.2,28.5,10.1,26.2,3.0,Bachelor's degree,90050.0,Less than 5 years,None
Computer and information systems managers,11-3021,Individual Jobs,367.6,411.8,0.2,0.2,44.2,12.0,32.5,3.0,Bachelor's degree,135800.0,5 years or more,None
Financial managers,11-3031,Individual Jobs,580.4,689.0,0.4,0.4,108.6,18.7,56.9,3.0,Bachelor's degree,121750.0,5 years or more,None
Industrial production managers,11-3051,Individual Jobs,170.6,169.7,0.1,0.1,-0.9,-0.5,11.6,3.0,Bachelor's degree,97140.0,5 years or more,None
Purchasing managers,11-3061,Individual Jobs,73.9,77.9,0.0,0.0,4.0,5.5,6.3,3.0,Bachelor's degree,111590.0,5 years or more,None
"Transportation, storage, and distribution managers",11-3071,Individual Jobs,115.5,123.3,0.1,0.1,7.8,6.7,9.7,3.0,High school diploma or equivalent,89190.0,5 years or more,None
Compensation and benefits managers,11-3111,Individual Jobs,15.8,16.6,0.0,0.0,0.8,5.0,1.2,3.0,Bachelor's degree,116240.0,5 years or more,None
Human resources managers,11-3121,Individual Jobs,136.1,148.4,0.1,0.1,12.3,9.1,12.4,3.0,Bachelor's degree,106910.0,5 years or more,None
Training and development managers,11-3131,Individual Jobs,34.5,38.1,0.0,0.0,3.6,10.3,3.5,3.0,Bachelor's degree,105830.0,5 years or more,None
Other management occupations,11-9000,Job Categories,4421.0,4762.0,2.8,2.8,341.0,7.7,378.3,2.0,—,87420.0,—,—
"Farmers, ranchers, and other agricultural managers",11-9013,Individual Jobs,1028.7,1020.7,0.7,0.6,-8.0,-0.8,74.3,3.0,High school diploma or equivalent,66360.0,5 years or more,None
Construction managers,11-9021,Individual Jobs,403.8,448.6,0.3,0.3,44.8,11.1,33.2,3.0,Bachelor's degree,89300.0,None,Moderate-term on-the-job training
Education administrators,11-9030,Job Categories,531.6,580.4,0.3,0.3,48.8,9.2,45.8,3.0,—,86950.0,—,—
"Education administrators, preschool and childcare center/program",11-9031,Individual Jobs,61.8,68.5,0.0,0.0,6.7,10.8,5.5,4.0,Bachelor's degree,45790.0,Less than 5 years,None
"Education administrators, elementary and secondary school",11-9032,Individual Jobs,251.3,271.1,0.2,0.2,19.8,7.9,21.2,4.0,Master's degree,92510.0,5 years or more,None
"Education administrators, postsecondary",11-9033,Individual Jobs,180.1,198.3,0.1,0.1,18.2,10.1,15.7,4.0,Master's degree,90760.0,Less than 5 years,None
"Education administrators, all other",11-9039,Individual Jobs,38.4,42.5,0.0,0.0,4.1,10.6,3.4,4.0,Bachelor's degree,78210.0,Less than 5 years,None
Architectural and engineering managers,11-9041,Individual Jobs,180.1,190.0,0.1,0.1,9.9,5.5,13.6,3.0,Bachelor's degree,134730.0,5 years or more,None
Food service managers,11-9051,Individual Jobs,308.7,336.4,0.2,0.2,27.6,9.0,36.8,3.0,High school diploma or equivalent,50820.0,Less than 5 years,None
Funeral service managers,11-9061,Individual Jobs,25.7,27.5,0.0,0.0,1.8,6.8,2.0,3.0,Associate's degree,73830.0,Less than 5 years,None
Gaming managers,11-9071,Individual Jobs,4.5,4.6,0.0,0.0,0.1,2.5,0.5,3.0,High school diploma or equivalent,69180.0,Less than 5 years,None
Lodging managers,11-9081,Individual Jobs,47.8,49.7,0.0,0.0,1.9,4.0,5.0,3.0,High school diploma or equivalent,51840.0,Less than 5 years,None
Medical and health services managers,11-9111,Individual Jobs,352.2,424.3,0.2,0.3,72.1,20.5,36.7,3.0,Bachelor's degree,96540.0,Less than 5 years,None
Natural sciences managers,11-9121,Individual Jobs,56.7,62.3,0.0,0.0,5.6,9.9,5.2,3.0,Bachelor's degree,119850.0,5 years or more,None
Postmasters and mail superintendents,11-9131,Individual Jobs,14.2,11.2,0.0,0.0,-3.0,-20.9,0.6,3.0,High school diploma or equivalent,71670.0,Less than 5 years,Moderate-term on-the-job training
"Property, real estate, and community association managers",11-9141,Individual Jobs,317.3,349.9,0.2,0.2,32.6,10.3,28.3,3.0,High school diploma or equivalent,57040.0,Less than 5 years,None
Social and community service managers,11-9151,Individual Jobs,147.3,173.8,0.1,0.1,26.5,18.0,16.3,3.0,Bachelor's degree,64680.0,Less than 5 years,None
Emergency management directors,11-9161,Individual Jobs,10.1,10.9,0.0,0.0,0.8,7.7,0.9,3.0,Bachelor's degree,70500.0,5 years or more,None
"Managers, all other",11-9199,Individual Jobs,992.1,1071.7,0.6,0.6,79.5,8.0,79.2,3.0,Bachelor's degree,104970.0,Less than 5 years,None
Business and financial operations occupations,13-0000,Job Categories,8066.8,8840.7,5.2,5.3,773.8,9.6,817.7,1.0,—,66530.0,—,—
Business operations specialists,13-1000,Job Categories,5080.8,5556.3,3.3,3.3,475.4,9.4,528.0,2.0,—,65260.0,—,—
"Agents and business managers of artists, performers, and athletes",13-1011,Individual Jobs,19.1,20.0,0.0,0.0,0.9,4.7,2.3,3.0,Bachelor's degree,62080.0,Less than 5 years,None
Buyers and purchasing agents,13-1020,Job Categories,446.5,425.2,0.3,0.3,-21.3,-4.8,38.6,3.0,—,60700.0,—,—
"Buyers and purchasing agents, farm products",13-1021,Individual Jobs,13.7,12.9,0.0,0.0,-0.9,-6.2,1.4,4.0,Bachelor's degree,58430.0,None,Moderate-term on-the-job training
"Wholesale and retail buyers, except farm products",13-1022,Individual Jobs,123.3,120.3,0.1,0.1,-3.0,-2.5,13.3,4.0,Bachelor's degree,53340.0,None,Moderate-term on-the-job training
"Purchasing agents, except wholesale, retail, and farm products",13-1023,Individual Jobs,309.4,292.1,0.2,0.2,-17.4,-5.6,23.8,4.0,Bachelor's degree,63300.0,None,Moderate-term on-the-job training
"Claims adjusters, appraisers, examiners, and investigators",13-1030,Job Categories,328.7,325.1,0.2,0.2,-3.6,-1.1,26.0,3.0,—,63670.0,—,—
"Claims adjusters, examiners, and investigators",13-1031,Individual Jobs,311.1,306.7,0.2,0.2,-4.5,-1.4,24.5,4.0,High school diploma or equivalent,63680.0,None,Long-term on-the-job training
"Insurance appraisers, auto damage",13-1032,Individual Jobs,17.6,18.5,0.0,0.0,0.9,4.9,1.5,4.0,Postsecondary nondegree award,63510.0,None,Moderate-term on-the-job training
Compliance officers,13-1041,Individual Jobs,288.3,312.0,0.2,0.2,23.7,8.2,25.9,3.0,Bachelor's degree,66540.0,None,Moderate-term on-the-job training
Cost estimators,13-1051,Individual Jobs,217.9,240.8,0.1,0.1,22.9,10.5,24.4,3.0,Bachelor's degree,61790.0,None,Moderate-term on-the-job training
Human resources workers,13-1070,Job Categories,631.8,664.7,0.4,0.4,32.9,5.2,64.7,3.0,—,59440.0,—,—
Human resources specialists,13-1071,Individual Jobs,547.8,586.7,0.4,0.4,38.9,7.1,57.6,4.0,Bachelor's degree,59180.0,None,None
Farm labor contractors,13-1074,Individual Jobs,3.0,3.2,0.0,0.0,0.2,8.0,0.3,4.0,No formal educational credential,35160.0,Less than 5 years,Short-term on-the-job training
Labor relations specialists,13-1075,Individual Jobs,81.1,74.8,0.1,0.0,-6.3,-7.7,6.8,4.0,Bachelor's degree,62310.0,Less than 5 years,None
Logisticians,13-1081,Individual Jobs,148.7,159.0,0.1,0.1,10.3,6.9,15.6,3.0,Bachelor's degree,74170.0,None,None
Management analysts,13-1111,Individual Jobs,806.4,921.6,0.5,0.5,115.2,14.3,83.9,3.0,Bachelor's degree,81330.0,Less than 5 years,None
"Meeting, convention, and event planners",13-1121,Individual Jobs,116.7,129.4,0.1,0.1,12.7,10.9,15.1,3.0,Bachelor's degree,47350.0,None,None
Fundraisers,13-1131,Individual Jobs,90.4,103.8,0.1,0.1,13.4,14.8,10.7,3.0,Bachelor's degree,54130.0,None,None
"Compensation, benefits, and job analysis specialists",13-1141,Individual Jobs,84.2,91.3,0.1,0.1,7.2,8.5,7.7,3.0,Bachelor's degree,62080.0,Less than 5 years,None
Training and development specialists,13-1151,Individual Jobs,282.8,315.3,0.2,0.2,32.5,11.5,31.7,3.0,Bachelor's degree,59020.0,Less than 5 years,None
Market research analysts and marketing specialists,13-1161,Individual Jobs,595.4,733.7,0.4,0.4,138.3,23.2,77.1,3.0,Bachelor's degree,62560.0,None,None
"Business operations specialists, all other",13-1199,Individual Jobs,1023.9,1114.3,0.7,0.7,90.3,8.8,104.2,3.0,Bachelor's degree,69040.0,None,None
Financial specialists,13-2000,Job Categories,2986.0,3284.4,1.9,2.0,298.4,10.0,289.6,2.0,—,68780.0,—,—
Accountants and auditors,13-2011,Individual Jobs,1397.7,1537.6,0.9,0.9,139.9,10.0,141.8,3.0,Bachelor's degree,68150.0,None,None
Appraisers and assessors of real estate,13-2021,Individual Jobs,80.8,92.4,0.1,0.1,11.7,14.4,6.7,3.0,Bachelor's degree,51850.0,None,Long-term on-the-job training
Budget analysts,13-2031,Individual Jobs,58.4,62.2,0.0,0.0,3.8,6.5,4.8,3.0,Bachelor's degree,73840.0,None,None
Credit analysts,13-2041,Individual Jobs,73.8,79.9,0.0,0.0,6.2,8.4,6.8,3.0,Bachelor's degree,69930.0,None,None
Financial analysts and advisors,13-2050,Job Categories,672.0,739.2,0.4,0.4,67.2,10.0,62.1,3.0,—,80940.0,—,—
Financial analysts,13-2051,Individual Jobs,296.1,328.2,0.2,0.2,32.2,10.9,29.0,4.0,Bachelor's degree,81760.0,None,None
Personal financial advisors,13-2052,Individual Jobs,271.9,312.3,0.2,0.2,40.4,14.9,25.5,4.0,Bachelor's degree,90530.0,None,Long-term on-the-job training
Insurance underwriters,13-2053,Individual Jobs,104.1,98.6,0.1,0.1,-5.4,-5.2,7.5,4.0,Bachelor's degree,67680.0,None,Moderate-term on-the-job training
Financial examiners,13-2061,Individual Jobs,52.5,57.6,0.0,0.0,5.1,9.8,4.6,3.0,Bachelor's degree,79280.0,None,Long-term on-the-job training
Credit counselors and loan officers,13-2070,Job Categories,357.0,398.5,0.2,0.2,41.6,11.6,34.2,3.0,—,61030.0,—,—
Credit counselors,13-2071,Individual Jobs,38.3,43.6,0.0,0.0,5.3,13.8,3.8,4.0,Bachelor's degree,44380.0,None,Moderate-term on-the-job training
Loan officers,13-2072,Individual Jobs,318.6,354.9,0.2,0.2,36.3,11.4,30.4,4.0,Bachelor's degree,63650.0,None,Moderate-term on-the-job training
"Tax examiners, collectors and preparers, and revenue agents",13-2080,Job Categories,158.0,167.9,0.1,0.1,9.9,6.3,15.7,3.0,—,45300.0,—,—
"Tax examiners and collectors, and revenue agents",13-2081,Individual Jobs,62.1,61.7,0.0,0.0,-0.4,-0.6,4.2,4.0,Bachelor's degree,52060.0,None,Moderate-term on-the-job training
Tax preparers,13-2082,Individual Jobs,95.9,106.2,0.1,0.1,10.3,10.8,11.5,4.0,High school diploma or equivalent,36550.0,None,Moderate-term on-the-job training
"Financial specialists, all other",13-2099,Individual Jobs,135.9,149.0,0.1,0.1,13.1,9.6,13.1,3.0,Bachelor's degree,69470.0,None,Moderate-term on-the-job training
Computer and mathematical occupations,15-0000,Job Categories,4419.0,5026.5,2.8,3.0,607.5,13.7,366.8,1.0,—,82830.0,—,—
Computer occupations,15-1100,Job Categories,4238.4,4795.5,2.7,2.9,557.1,13.1,349.0,2.0,—,82860.0,—,—
Computer and information research scientists,15-1111,Individual Jobs,27.9,33.2,0.0,0.0,5.4,19.2,2.5,3.0,Master's degree,111840.0,None,None
Computer and information analysts,15-1120,Job Categories,700.5,783.4,0.4,0.5,82.9,11.8,55.4,3.0,—,87960.0,—,—
Computer systems analysts,15-1121,Individual Jobs,600.5,654.9,0.4,0.4,54.4,9.1,44.9,4.0,Bachelor's degree,87220.0,None,None
Information security analysts,15-1122,Individual Jobs,100.0,128.5,0.1,0.1,28.5,28.5,10.4,4.0,Bachelor's degree,92600.0,Less than 5 years,None
Software developers and programmers,15-1130,Job Categories,1714.0,2019.6,1.1,1.2,305.6,17.8,148.7,3.0,—,95830.0,—,—
Computer programmers,15-1131,Individual Jobs,294.9,273.6,0.2,0.2,-21.3,-7.2,15.5,4.0,Bachelor's degree,79840.0,None,None
"Software developers, applications",15-1132,Individual Jobs,831.3,1086.6,0.5,0.6,255.4,30.7,85.7,4.0,Bachelor's degree,100080.0,None,None
"Software developers, systems software",15-1133,Individual Jobs,425.0,472.1,0.3,0.3,47.1,11.1,32.9,4.0,Bachelor's degree,106860.0,None,None
Web developers,15-1134,Individual Jobs,162.9,187.2,0.1,0.1,24.4,15.0,14.6,4.0,Associate's degree,66130.0,None,None
Database and systems administrators and network architects,15-1140,Job Categories,673.4,721.7,0.4,0.4,48.2,7.2,48.0,3.0,—,84970.0,—,—
Database administrators,15-1141,Individual Jobs,119.5,133.2,0.1,0.1,13.7,11.5,9.3,4.0,Bachelor's degree,84950.0,None,None
Network and computer systems administrators,15-1142,Individual Jobs,391.3,415.3,0.3,0.2,24.0,6.1,27.0,4.0,Bachelor's degree,79700.0,None,None
Computer network architects,15-1143,Individual Jobs,162.7,173.2,0.1,0.1,10.5,6.5,11.7,4.0,Bachelor's degree,101210.0,5 years or more,None
Computer support specialists,15-1150,Job Categories,835.3,923.8,0.5,0.6,88.5,10.6,72.0,3.0,—,52160.0,—,—
Computer user support specialists,15-1151,Individual Jobs,636.6,708.7,0.4,0.4,72.1,11.3,55.5,4.0,"Some college, no degree",49390.0,None,None
Computer network support specialists,15-1152,Individual Jobs,198.8,215.2,0.1,0.1,16.4,8.3,16.5,4.0,Associate's degree,62670.0,None,None
"Computer occupations, all other",15-1199,Individual Jobs,287.2,313.8,0.2,0.2,26.6,9.3,22.4,3.0,Bachelor's degree,86510.0,None,None
Mathematical science occupations,15-2000,Job Categories,180.7,231.0,0.1,0.1,50.4,27.9,17.8,2.0,—,81750.0,—,—
Actuaries,15-2011,Individual Jobs,23.6,28.9,0.0,0.0,5.3,22.5,2.1,3.0,Bachelor's degree,100610.0,None,Long-term on-the-job training
Mathematicians,15-2021,Individual Jobs,3.1,4.0,0.0,0.0,0.9,29.7,0.3,3.0,Master's degree,105810.0,None,None
Operations research analysts,15-2031,Individual Jobs,114.0,145.3,0.1,0.1,31.3,27.4,10.7,3.0,Bachelor's degree,79200.0,None,None
Statisticians,15-2041,Individual Jobs,37.2,49.8,0.0,0.0,12.6,33.8,4.4,3.0,Master's degree,80500.0,None,None
Miscellaneous mathematical science occupations,15-2090,Job Categories,2.8,3.1,0.0,0.0,0.3,10.3,0.2,3.0,—,60290.0,—,—
Mathematical technicians,15-2091,Individual Jobs,0.6,0.6,0.0,0.0,0.0,7.8,0.0,4.0,Bachelor's degree,49660.0,None,None
"Mathematical science occupations, all other",15-2099,Individual Jobs,2.2,2.4,0.0,0.0,0.2,11.0,0.2,4.0,Bachelor's degree,65050.0,None,None
Architecture and engineering occupations,17-0000,Job Categories,2601.0,2795.4,1.7,1.7,194.3,7.5,210.1,1.0,—,77900.0,—,—
"Architects, surveyors, and cartographers",17-1000,Job Categories,210.9,225.3,0.1,0.1,14.5,6.9,16.7,2.0,—,70010.0,—,—
"Architects, except naval",17-1010,Job Categories,153.5,160.5,0.1,0.1,7.0,4.6,11.7,3.0,—,74850.0,—,—
"Architects, except landscape and naval",17-1011,Individual Jobs,128.8,134.2,0.1,0.1,5.5,4.2,9.7,4.0,Bachelor's degree,76930.0,None,Internship/residency
Landscape architects,17-1012,Individual Jobs,24.7,26.3,0.0,0.0,1.6,6.4,1.9,4.0,Bachelor's degree,63480.0,None,Internship/residency
"Surveyors, cartographers, and photogrammetrists",17-1020,Job Categories,57.4,64.8,0.0,0.0,7.5,13.0,5.0,3.0,—,60200.0,—,—
Cartographers and photogrammetrists,17-1021,Individual Jobs,12.6,15.0,0.0,0.0,2.4,19.4,1.2,4.0,Bachelor's degree,62750.0,None,None
Surveyors,17-1022,Individual Jobs,44.8,49.8,0.0,0.0,5.0,11.2,3.8,4.0,Bachelor's degree,59390.0,None,Internship/residency
Engineers,17-2000,Job Categories,1681.0,1820.3,1.1,1.1,139.3,8.3,126.6,2.0,—,91010.0,—,—
Aerospace engineers,17-2011,Individual Jobs,69.6,73.8,0.0,0.0,4.2,6.1,4.6,3.0,Bachelor's degree,109650.0,None,None
Agricultural engineers,17-2021,Individual Jobs,2.7,2.9,0.0,0.0,0.2,8.2,0.2,3.0,Bachelor's degree,73640.0,None,None
Biomedical engineers,17-2031,Individual Jobs,21.3,22.8,0.0,0.0,1.5,7.2,1.6,3.0,Bachelor's degree,85620.0,None,None
Chemical engineers,17-2041,Individual Jobs,32.7,35.1,0.0,0.0,2.5,7.5,2.4,3.0,Bachelor's degree,98340.0,None,None
Civil engineers,17-2051,Individual Jobs,303.5,335.7,0.2,0.2,32.2,10.6,25.9,3.0,Bachelor's degree,83540.0,None,None
Computer hardware engineers,17-2061,Individual Jobs,73.6,77.6,0.0,0.0,4.0,5.5,5.1,3.0,Bachelor's degree,115080.0,None,None
Electrical and electronics engineers,17-2070,Job Categories,324.6,345.8,0.2,0.2,21.3,6.5,23.1,3.0,—,96270.0,—,—
Electrical engineers,17-2071,Individual Jobs,188.3,204.5,0.1,0.1,16.2,8.6,13.9,4.0,Bachelor's degree,94210.0,None,None
"Electronics engineers, except computer",17-2072,Individual Jobs,136.3,141.3,0.1,0.1,5.1,3.7,9.2,4.0,Bachelor's degree,99210.0,None,None
Environmental engineers,17-2081,Individual Jobs,53.8,58.3,0.0,0.0,4.5,8.3,4.0,3.0,Bachelor's degree,84890.0,None,None
"Industrial engineers, including health and safety",17-2110,Job Categories,283.8,311.2,0.2,0.2,27.4,9.6,21.6,3.0,—,84510.0,—,—
"Health and safety engineers, except mining safety engineers and inspectors",17-2111,Individual Jobs,25.9,28.1,0.0,0.0,2.2,8.6,1.9,4.0,Bachelor's degree,86720.0,None,None
Industrial engineers,17-2112,Individual Jobs,257.9,283.0,0.2,0.2,25.1,9.7,19.7,4.0,Bachelor's degree,84310.0,None,None
Marine engineers and naval architects,17-2121,Individual Jobs,8.2,9.2,0.0,0.0,1.0,11.5,0.6,3.0,Bachelor's degree,93350.0,None,None
Materials engineers,17-2131,Individual Jobs,27.0,27.5,0.0,0.0,0.4,1.6,1.9,3.0,Bachelor's degree,93310.0,None,None
Mechanical engineers,17-2141,Individual Jobs,288.8,314.1,0.2,0.2,25.3,8.8,21.2,3.0,Bachelor's degree,84190.0,None,None
"Mining and geological engineers, including mining safety engineers",17-2151,Individual Jobs,7.3,7.9,0.0,0.0,0.6,8.2,0.6,3.0,Bachelor's degree,93720.0,None,None
Nuclear engineers,17-2161,Individual Jobs,17.7,18.4,0.0,0.0,0.7,3.8,1.4,3.0,Bachelor's degree,102220.0,None,None
Petroleum engineers,17-2171,Individual Jobs,33.7,38.8,0.0,0.0,5.1,15.2,2.8,3.0,Bachelor's degree,128230.0,None,None
"Engineers, all other",17-2199,Individual Jobs,132.5,141.0,0.1,0.1,8.5,6.4,9.5,3.0,Bachelor's degree,97300.0,None,None
"Drafters, engineering technicians, and mapping technicians",17-3000,Job Categories,709.2,749.7,0.5,0.4,40.5,5.7,66.8,2.0,—,54940.0,—,—
Drafters,17-3010,Job Categories,207.7,222.3,0.1,0.1,14.6,7.0,19.4,3.0,—,53480.0,—,—
Architectural and civil drafters,17-3011,Individual Jobs,99.6,107.7,0.1,0.1,8.1,8.1,9.5,4.0,Associate's degree,51640.0,None,None
Electrical and electronics drafters,17-3012,Individual Jobs,27.4,29.3,0.0,0.0,1.9,6.8,2.6,4.0,Associate's degree,59970.0,None,None
Mechanical drafters,17-3013,Individual Jobs,64.8,68.2,0.0,0.0,3.4,5.2,5.9,4.0,Associate's degree,54480.0,None,None
"Drafters, all other",17-3019,Individual Jobs,15.9,17.2,0.0,0.0,1.3,8.0,1.5,4.0,Associate's degree,50470.0,None,None
"Engineering technicians, except drafters",17-3020,Job Categories,441.3,460.8,0.3,0.3,19.5,4.4,40.1,3.0,—,57310.0,—,—
Aerospace engineering and operations technicians,17-3021,Individual Jobs,12.1,12.9,0.0,0.0,0.8,6.6,1.1,4.0,Associate's degree,68020.0,None,None
Civil engineering technicians,17-3022,Individual Jobs,74.5,81.1,0.0,0.0,6.6,8.8,7.2,4.0,Associate's degree,49980.0,None,None
Electrical and electronics engineering technicians,17-3023,Individual Jobs,137.0,139.8,0.1,0.1,2.7,2.0,12.0,4.0,Associate's degree,62190.0,None,None
Electro-mechanical technicians,17-3024,Individual Jobs,13.8,14.3,0.0,0.0,0.5,3.5,1.2,4.0,Associate's degree,55610.0,None,None
Environmental engineering technicians,17-3025,Individual Jobs,17.0,19.1,0.0,0.0,2.2,12.9,1.7,4.0,Associate's degree,49170.0,None,None
Industrial engineering technicians,17-3026,Individual Jobs,63.9,64.3,0.0,0.0,0.4,0.6,5.5,4.0,Associate's degree,53330.0,None,None
Mechanical engineering technicians,17-3027,Individual Jobs,46.1,48.4,0.0,0.0,2.3,5.0,4.2,4.0,Associate's degree,54480.0,None,None
"Engineering technicians, except drafters, all other",17-3029,Individual Jobs,76.8,80.8,0.0,0.0,4.0,5.2,7.1,4.0,Associate's degree,62330.0,None,None
Surveying and mapping technicians,17-3031,Individual Jobs,60.2,66.6,0.0,0.0,6.4,10.6,7.2,3.0,High school diploma or equivalent,42450.0,None,Moderate-term on-the-job training
"Life, physical, and social science occupations",19-0000,Job Categories,1299.5,1424.3,0.8,0.8,124.8,9.6,132.8,1.0,—,63340.0,—,—
Life scientists,19-1000,Job Categories,325.4,358.0,0.2,0.2,32.6,10.0,32.4,2.0,—,71950.0,—,—
Agricultural and food scientists,19-1010,Job Categories,43.0,46.1,0.0,0.0,3.1,7.2,4.7,3.0,—,62920.0,—,—
Animal scientists,19-1011,Individual Jobs,6.1,6.4,0.0,0.0,0.4,5.9,0.7,4.0,Bachelor's degree,60330.0,None,None
Food scientists and technologists,19-1012,Individual Jobs,17.0,18.0,0.0,0.0,1.0,5.7,1.8,4.0,Bachelor's degree,63950.0,None,None
Soil and plant scientists,19-1013,Individual Jobs,19.9,21.7,0.0,0.0,1.8,8.8,2.2,4.0,Bachelor's degree,62300.0,None,None
Biological scientists,19-1020,Job Categories,112.8,122.9,0.1,0.1,10.1,8.9,11.0,3.0,—,71890.0,—,—
Biochemists and biophysicists,19-1021,Individual Jobs,31.5,35.1,0.0,0.0,3.6,11.5,3.2,4.0,Doctoral or professional degree,82180.0,None,None
Microbiologists,19-1022,Individual Jobs,23.2,25.1,0.0,0.0,1.9,8.2,2.2,4.0,Bachelor's degree,66850.0,None,None
Zoologists and wildlife biologists,19-1023,Individual Jobs,19.4,20.9,0.0,0.0,1.5,7.6,1.9,4.0,Bachelor's degree,60520.0,None,None
"Biological scientists, all other",19-1029,Individual Jobs,38.7,41.8,0.0,0.0,3.1,8.0,3.7,4.0,Bachelor's degree,74790.0,None,None
Conservation scientists and foresters,19-1030,Job Categories,34.6,36.6,0.0,0.0,2.0,5.8,3.1,3.0,—,60610.0,—,—
Conservation scientists,19-1031,Individual Jobs,22.3,23.7,0.0,0.0,1.4,6.3,2.0,4.0,Bachelor's degree,61810.0,None,None
Foresters,19-1032,Individual Jobs,12.3,12.9,0.0,0.0,0.6,5.0,1.1,4.0,Bachelor's degree,58700.0,None,None
Medical scientists,19-1040,Job Categories,126.1,142.7,0.1,0.1,16.6,13.2,12.7,3.0,—,79730.0,—,—
Epidemiologists,19-1041,Individual Jobs,6.1,6.6,0.0,0.0,0.5,8.8,0.6,4.0,Master's degree,70820.0,None,None
"Medical scientists, except epidemiologists",19-1042,Individual Jobs,120.0,136.1,0.1,0.1,16.1,13.4,12.1,4.0,Doctoral or professional degree,80530.0,None,None
"Life scientists, all other",19-1099,Individual Jobs,8.9,9.7,0.0,0.0,0.8,9.2,0.8,3.0,Bachelor's degree,73860.0,None,None
Physical scientists,19-2000,Job Categories,278.2,305.3,0.2,0.2,27.1,9.7,28.0,2.0,—,77790.0,—,—
Astronomers and physicists,19-2010,Job Categories,19.9,22.7,0.0,0.0,2.8,14.0,1.9,3.0,—,114870.0,—,—
Astronomers,19-2011,Individual Jobs,2.0,2.2,0.0,0.0,0.2,10.0,0.2,4.0,Doctoral or professional degree,104740.0,None,None
Physicists,19-2012,Individual Jobs,17.9,20.5,0.0,0.0,2.6,14.5,1.7,4.0,Doctoral or professional degree,115870.0,None,None
Atmospheric and space scientists,19-2021,Individual Jobs,10.4,11.7,0.0,0.0,1.3,12.0,0.9,3.0,Bachelor's degree,92460.0,None,None
Chemists and materials scientists,19-2030,Job Categories,96.2,102.5,0.1,0.1,6.3,6.5,9.4,3.0,—,75420.0,—,—
Chemists,19-2031,Individual Jobs,88.3,94.0,0.1,0.1,5.7,6.5,8.6,4.0,Bachelor's degree,73740.0,None,None
Materials scientists,19-2032,Individual Jobs,7.9,8.5,0.0,0.0,0.6,7.1,0.8,4.0,Bachelor's degree,99430.0,None,None
Environmental scientists and geoscientists,19-2040,Job Categories,128.2,143.3,0.1,0.1,15.1,11.8,13.8,3.0,—,73320.0,—,—
"Environmental scientists and specialists, including health",19-2041,Individual Jobs,89.5,99.4,0.1,0.1,9.9,11.1,9.5,4.0,Bachelor's degree,68910.0,None,None
"Geoscientists, except hydrologists and geographers",19-2042,Individual Jobs,32.0,36.5,0.0,0.0,4.5,14.0,3.5,4.0,Bachelor's degree,89780.0,None,None
Hydrologists,19-2043,Individual Jobs,6.7,7.4,0.0,0.0,0.7,9.9,0.7,4.0,Bachelor's degree,80480.0,None,None
"Physical scientists, all other",19-2099,Individual Jobs,23.5,25.1,0.0,0.0,1.7,7.2,2.0,3.0,Bachelor's degree,96070.0,None,None
Social scientists and related workers,19-3000,Job Categories,303.8,336.7,0.2,0.2,32.9,10.8,26.5,2.0,—,75280.0,—,—
Economists,19-3011,Individual Jobs,21.3,22.6,0.0,0.0,1.3,6.3,1.6,3.0,Master's degree,101050.0,None,None
Survey researchers,19-3022,Individual Jobs,14.6,14.9,0.0,0.0,0.4,2.5,1.4,3.0,Master's degree,54470.0,None,None
